UniqueCount	AmbigCount
0	0
0	0
3	0
0	0
11	52
0	0
0	0
0	0
0	0
0	0
0	0
0	57
1	0
0	0
0	0
72	251
0	0
1	0
0	0
0	0
0	0
0	0
0	0
18	0
0	0
0	0
16	11
0	53
0	0
3	0
111	527
0	0
0	0
0	0
0	0
1	0
44	487
0	0
0	0
65	685
0	0
0	0
0	0
0	0
0	0
0	0
23	139
0	0
0	0
0	0
0	0
0	9
0	0
3	70
0	0
0	0
0	0
0	0
6	0
15	1403
2	0
0	0
69	0
0	0
0	0
0	0
0	0
282	42
0	0
0	0
0	0
1	2
0	0
4	0
3	0
0	0
26	99
16	25
92	126
9	0
7	244
9	29
0	0
0	0
24	86
0	0
0	0
0	0
0	0
455	11
1	0
0	0
0	0
11	106
0	0
10	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
3	0
10	155
16	17
0	14
0	0
5	2
7	0
0	0
0	0
237	633
10	480
0	0
0	0
0	0
37	111
0	0
0	0
16	112
0	0
0	184
0	0
0	0
442	1630
1	0
0	0
0	2
0	0
3	22
6	2
3	3
0	0
0	6
0	1
17	8
0	0
18	51
0	0
0	0
0	0
161	180
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
86	251
13	17
0	0
0	0
17	0
0	18
0	0
353	293
0	0
0	0
39	386
0	0
0	0
0	0
0	0
3	0
16	134
0	0
0	0
2	0
0	0
0	0
469	31
60	400
0	0
0	4
0	6
2	0
0	11
0	6
0	5
19	20
35	12
0	0
47	68
0	0
0	0
0	1
13	0
0	0
0	0
5	25
6	0
0	0
0	0
0	0
292	660
0	0
78	100
0	8
0	254
41	124
183	11
14	3
81	292
0	0
0	0
9	7
19	4
9	31
30	202
54	40
0	0
0	0
0	0
67	375
0	0
0	0
145	84
0	0
0	0
0	0
0	4
638	124
62	393
1	0
0	2
0	0
1	4
0	0
19	73
2	3
0	0
141	70
239	573
0	0
55	55
0	0
0	0
1	0
0	0
0	2
0	0
12	43
19	82
0	0
0	0
0	0
0	0
3	250
0	0
7	26
2	0
88	82
7	14
20	76
25	243
0	0
0	0
29	70
2	15
23	67
0	0
26	77
0	1
103	39
52	229
0	0
0	0
0	0
0	0
532	58
151	463
30	27
0	0
15	60
844	2395
6	0
6	0
0	0
23	129
7	10
14	54
266	321
11	197
0	21
1	8
0	2
247	3
0	0
0	0
1	16
0	0
0	0
0	0
0	0
2	15
0	0
0	0
0	0
0	0
0	0
0	0
0	45
0	0
0	0
0	0
70	308
24	91
283	617
0	0
48	1
0	5
0	0
85	396
610	77
4	4
98	240
17	23
23	14
5	8
1	16
0	0
78	150
3	106
0	0
10	1
0	0
11	87
0	0
1	0
0	0
0	0
0	16
17	14
29	13
2	5
64	5
17	39
24	64
1	0
39	3
0	0
0	0
0	0
51	39
0	0
0	0
255	443
0	0
0	0
42	0
573	2149
133	1
29	127
457	51
0	0
0	0
0	0
0	0
9	0
124	34
0	0
0	0
0	0
7	5
33	2
0	0
0	0
0	0
20	24
0	0
109	296
74	132
0	0
474	335
0	0
11	122
0	0
25	66
180	18
10	13
1065	91
320	11
12	0
0	0
366	67
300	956
2	7
0	0
8	8
0	0
0	0
1	2
0	0
36	47
0	0
0	0
0	0
537	227
25	4
38	212
6	1
0	0
26	59
0	0
0	0
10	3
26	47
126	87
14	6
100	163
0	0
4239	1085
0	0
649	17
5	3
0	0
0	0
0	0
31	183
0	81
26	33
0	0
124	221
42	5
1	0
3225	129
22	5
0	0
0	0
10	3
0	216
170	217
0	0
0	0
33	288
0	0
0	0
19	7
0	1
0	0
3	7
39	132
0	0
26	70
2	305
0	0
2	24
0	0
19	0
9	0
4	37
23	22
2148	122
407	4
132	53
23	73
21	66
222	16
36	66
45	0
3	3
639	105
164	39
0	0
371	7
20	0
0	0
34	0
151	62
0	0
667	650
0	0
3	0
0	0
0	0
4	5
12	19
60	360
0	0
0	0
0	0
10	11
2	0
41	0
75	0
0	0
0	0
7	12
12	0
100	110
25	12
97	6
1	0
2	1
14	4
105	0
24	0
47	11
117	18
18	0
127	37
0	0
2	0
1	1
24	35
0	0
80	355
59	155
23	19
15	0
0	0
0	0
20	3
0	0
0	0
0	0
313	15
0	0
9	2
0	0
0	0
0	0
14	10
39	169
0	0
20	1
1	0
0	0
0	0
0	0
0	0
31	18
4	1
1	5
110	114
45	19
0	0
89	63
192	3
457	32
0	0
75	134
165	44
1	1
0	0
53	27
430	385
0	0
0	0
0	0
0	0
0	6
4	0
0	0
0	0
0	0
0	0
0	0
6	0
15	1388
1	10
0	0
433	9
0	0
62	0
0	0
441	186
66	32
248	685
68	34
1	0
0	0
88	89
12	0
5	0
0	1
0	11
0	0
7	2
0	0
1	2
1	7
0	0
1	0
0	0
0	0
13	10
0	0
1	5
0	0
139	659
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
41	1
180	334
27	83
0	0
37	27
0	0
0	0
0	0
1	10
0	0
7	4
4	40
45	72
14	0
68	5
10	1
17	64
137	169
13	25
3	0
0	0
0	0
0	3
10	7
1	0
0	0
0	0
0	0
19	27
0	0
141	18
126	4
1	0
8	0
149	297
50	49
0	0
0	0
0	1
2	0
0	0
25	94
231	180
10	11
0	0
2	0
0	2
4136	2129
0	0
24	14
147	1
2	0
248	46
2	0
94	0
129	251
0	0
2	0
0	0
1	0
0	0
34	6
0	0
19	73
358	142
0	0
2	0
8	5
102	170
169	153
71	5
101	6
0	0
0	0
6	0
606	17
0	0
68	20
498	494
4	0
0	23
3	0
0	0
540	156
474	40
0	0
415	609
1477	27
8	0
106	27
0	0
79	250
31	2
0	0
32	2
0	0
58	51
157	334
198	372
0	0
16	1
4	0
192	30
5	36
8	0
0	0
146	119
8	0
10	29
32	2
5	16
1	2
0	0
1	23
8	0
15	71
329	2
14	2
0	2
0	0
0	0
44	22
214	155
542	377
566	222
9	0
56	0
113	48
0	0
144	129
0	6
52	68
188	182
86	188
30	47
0	0
175	459
3	3
49	18
558	42
7	0
0	0
793	37
175	1
133	22
33	2
0	0
149	49
0	0
0	0
0	0
0	0
0	0
32	262
0	0
0	0
0	0
0	0
0	0
44	0
0	0
0	0
0	0
10	2
6	0
630	36
0	0
2	0
0	0
231	2
82	37
19	22
141	96
0	0
3	5
371	130
1725	1362
192	727
0	0
2	0
155	3
40	0
4	0
0	0
10	0
4	3
0	0
0	0
49	21
24	41
6	1
358	55
0	1
0	0
0	2
66	173
15	7
0	0
23	0
69	0
30	9
0	0
75	177
37	19
95	629
3	4
0	0
10	12
231	33
8	0
5	0
2	2
329	362
63	0
5	0
256	1081
51	146
561	201
31	70
46	156
0	0
0	0
0	0
85	408
43	18
38	23
0	0
900	790
0	0
15	11
0	0
35	0
24	36
305	28
0	0
0	0
0	0
47	65
1	0
17	19
52	24
0	0
1663	163
97	926
0	0
0	0
0	0
0	0
2	3
0	0
26	40
1	0
0	0
5	8
105	33
263	332
0	0
0	0
164	282
3	0
272	3
9	13
219	322
8	37
0	0
373	1000
18	61
3	46
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
4	2
188	330
117	246
0	0
0	0
85	873
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	6
26	9
171	130
0	0
0	0
39	120
61	0
0	0
0	0
0	0
36	0
0	0
3	0
38	17
21	40
166	99
28	28
1	0
13	152
43	5
0	1
0	0
0	0
48	3
117	85
3368	355
0	0
10	4
26	8
30	48
62	23
31	48
1	0
96	2
94	11
13	107
18	2
0	0
134	6
325	140
9	2
30	1
0	0
475	152
13	1
902	195
21	0
0	0
1	0
12	19
91	90
20	1
29	25
0	0
1	4
8	5
0	0
1111	204
912	898
1	3
978	2512
433	54
155	0
26	4
0	0
106	238
4	0
125	14
89	1
10	44
0	0
247	127
10	0
20	0
33	3
0	0
0	0
353	79
108	53
492	94
5	0
65	10
28	5
338	26
0	0
0	0
8	4
36	42
2	0
270	233
145	1
41	14
15	1
0	0
90	26
0	0
13	0
6	1
29	0
0	0
82	47
0	0
222	56
2	8
350	11
0	0
0	0
94	114
18	3
0	0
0	0
0	0
2	2
0	0
0	0
0	0
20	0
2	0
49	0
0	0
732	124
2	4
10	2
348	75
101	7
4	0
3	2
0	0
97	493
0	0
53	1
0	3
7	9
656	915
0	0
0	0
5	1
3	65
0	12
15	86
1	0
7	7
3	5
16	7
0	0
233	260
0	0
173	404
0	0
22	1
7	11
0	0
0	0
0	0
32	0
51	64
190	177
162	189
0	0
0	0
186	1801
113	24
438	45
8	0
205	83
0	0
87	27
2	0
130	320
65	97
0	3
5	0
9	2
38	15
1385	152
95	77
15	2
0	0
0	0
0	0
499	239
29	10
1167	182
1705	58
0	0
0	0
6	1
2	1
12	6
35	70
322	154
49	11
4	0
24	28
2	3
0	0
156	212
52	136
2	0
0	0
377	344
243	41
8	17
2146	1747
2	36
118	8
66	4
2	1
101	91
0	2
8	2
276	757
23	32
0	0
32	48
10	9
0	0
382	828
0	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
18	16
0	0
0	0
0	0
0	0
0	0
5	15
0	0
0	0
8	1
3	8
27	0
1084	105
56	347
994	41
78	0
323	97
24	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
55	7
16	33
29	4
20	0
23	0
1	0
105	6
555	124
672	280
0	0
0	0
0	0
0	5
0	0
0	0
2	38
89	102
0	0
1467	6
56	5
58	221
6	0
23	57
0	0
0	0
0	0
1	14
0	0
17	6
41	200
189	5
79	15
53	7
0	0
14	1
128	166
1	0
17	0
211	17
0	0
0	0
2	0
0	0
0	0
91	31
159	29
4	0
1	0
0	2
0	0
0	0
0	0
0	0
14	7
0	0
183	360
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
1595	36
0	0
0	0
0	0
1	4
0	0
16	25
3	6
0	0
56	50
227	272
2	0
330	5
75	3
0	0
0	0
30	25
31	8
10	9
0	0
11	9
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
73	183
211	489
0	0
478	48
4	0
3	0
0	0
10	0
37	66
225	78
0	0
80	13
0	0
51	1
0	0
0	0
0	0
0	0
0	0
0	0
1	0
2	19
2	12
625	198
7	9
0	0
1	0
6	2
10	15
0	0
0	0
0	0
0	0
11	12
1	1
0	0
206	11
12	3
14	2
0	0
0	0
0	0
18	10
0	0
0	0
1	3
8	7
59	75
0	0
0	1
46	42
33	9
4	0
43	41
60	153
35	326
108	68
3	0
3	0
0	0
21	47
78	3
34	3
148	55
78	21
390	170
10	0
0	0
3	0
26	11
0	0
57	16
594	11
0	0
48	7
26	1
1205	30
104	73
18	12
28	0
2	0
0	0
0	0
0	0
21	166
0	0
0	0
100	1
1	4
54	89
0	0
30	0
0	0
190	57
0	0
190	134
0	0
0	1
0	0
0	0
0	0
0	0
1	0
324	68
6	0
78	14
87	66
0	0
0	0
12	0
24	49
6	1
0	0
69	16
108	6
26	39
0	0
62	62
0	0
0	0
0	0
9	18
227	159
268	5
10	6
35	47
0	0
2	3
1	4
47	9
0	0
0	1
12	2
0	0
0	0
0	0
0	0
0	0
0	0
5	0
14	1
5	0
56	3
6	0
261	4
0	0
7	0
1	0
66	58
2	0
12	2
0	0
57	144
89	642
372	47
0	0
57	0
13	2
0	0
53	1
0	2
0	0
138	487
0	0
155	9
298	442
94	20
0	0
0	0
28	0
8	2
99	142
8	19
19	4
1	0
2353	4390
85	77
0	0
102	33
153	85
42	8
1297	142
0	0
0	0
156	8
35	18
0	0
1	0
0	0
19	7
0	0
0	0
3	4
8	0
0	0
16	13
73	9
3	0
0	0
24	1
6	0
71	299
70	10
77	21
84	0
364	7
38	415
0	1
0	0
0	0
11	2
0	0
0	0
2	2
13	283
0	0
115	6
0	0
125	64
43	2
0	0
3	22
33	0
31	0
7	6
36	9
145	67
0	0
0	0
0	0
0	0
32	81
0	0
0	1
5	7
10	6
531	94
353	8
2	1
3	0
127	35
0	0
20	107
0	0
19	56
0	10
0	0
0	0
0	0
0	0
29	18
0	0
0	0
0	0
0	0
0	0
0	0
13	0
134	25
214	63
1	0
6	4
0	9
3	0
0	0
2	0
8	5
88	60
73	508
233	70
0	3
57	6
13	11
3	0
0	0
36	111
21	214
27	5
103	148
5123	2355
0	0
1	1
0	0
0	0
0	0
0	0
26	9
2	3
83	88
25	1
128	109
526	65
0	0
13	20
9	2
6	3
0	0
0	0
0	0
14	0
76	79
0	2
0	0
0	0
0	0
53	1
28	28
116	618
0	0
3	0
37	4
103	5
1216	141
144	183
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
3	2
0	0
0	0
0	13
0	7
0	0
0	0
0	0
2988	81
5	27
0	0
0	7
94	91
22	7
0	0
11	1
0	0
12	0
0	0
0	1
0	464
0	129
0	1454
7	0
248	137
309	512
1338	740
2018	170
8	0
6	5
11	3
148	9
188	124
110	0
0	0
0	0
0	3
1	6
1	5
363	543
70	0
9	0
24	25
56	6
9	15
0	0
0	0
0	0
0	0
66	0
0	0
0	0
0	0
0	0
44	9
11	6
19	5
96	102
63	0
0	0
0	0
13	4
217	408
2	0
76	15
311	91
373	2
1	0
10	3
7	0
1	4
40	0
890	149
0	0
0	0
0	0
2	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	2
114	110
62	36
0	0
0	0
103	71
22	0
168	36
0	0
0	0
0	0
0	0
0	0
0	4
0	0
6	15
2	3
0	0
0	0
0	0
0	3
2	0
0	0
0	0
0	0
15	12
71	1
0	0
82	24
93	144
0	5
198	179
52	18
74	171
2	0
0	0
0	2
0	24
277	157
334	106
0	0
479	299
11	0
0	0
60	12
210	210
0	0
0	0
0	0
2	0
4	0
19	2
160	9
550	892
0	0
67	851
6	0
0	0
0	0
0	0
41	15
9	42
3	0
630	11
28	6
0	0
5	0
187	2
3	0
2	0
72	290
235	59
0	0
115	69
124	799
0	0
0	0
0	0
0	0
0	0
1	0
0	0
14	1
7	17
35	4
290	3
0	0
0	0
0	0
60	0
439	726
0	0
27	1
0	0
25	73
25	104
287	5
5	1
0	0
33	3
3	1
0	1
119	14
76	0
1	0
66	128
10	2
86	75
124	275
262	3
0	0
0	0
0	0
64	52
0	0
117	100
0	0
33	0
0	0
0	6
404	45
43	8
480	62
0	0
128	305
26	2
0	0
0	0
10	0
0	0
0	2
0	0
13	3
563	234
6	0
158	0
516	1224
15	0
1	0
141	178
117	113
33	18
366	25
0	0
0	0
30	2
125	44
196	42
0	0
20	0
737	281
6	55
0	0
25	1
22	25
58	14
292	120
93	67
10	9
787	371
460	96
1	0
20	21
841	58
4	0
91	51
0	0
51	2
264	240
0	0
0	0
0	0
139	32
51	8
3893	414
0	0
424	55
25	0
1	0
4	1
1	0
0	0
138	167
255	19
144	52
871	8
0	0
72	0
2075	324
0	5
0	0
42	0
364	115
32	87
0	0
1	27
29	91
33	14
355	33
0	0
0	0
31	60
16	12
38	9
16	0
22	0
183	9
1	0
0	0
0	0
207	8
4	0
15	2
1	3
1068	139
179	34
2	1
284	116
0	0
0	0
0	0
0	0
1393	2663
0	0
38	33
665	88
25	3
6	0
269	14
78	0
0	0
0	0
1	0
143	13
3	1
301	554
16	11
770	301
53	5
0	0
0	0
0	0
485	9
0	0
0	0
0	0
94	1
0	3
25	3
105	0
1	1
0	0
250	0
795	20
0	0
0	2
0	0
55	22
912	132
58	55
1	0
0	0
32	0
1	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
2187	1344
0	0
18	1
0	0
0	0
0	0
249	1248
4	0
0	0
0	0
25	2
19	49
0	0
0	0
132	0
0	0
27	3
463	205
269	663
10	1
0	0
7833	588
0	0
6	3
0	0
0	0
0	0
56	16
27	33
46	28
1006	584
15	115
2	2
1097	300
21	23
0	0
292	12
18	0
284	3
0	0
0	0
3	0
59	5
0	0
0	0
14	21
0	0
675	403
17	3
0	0
0	0
10	4
1405	700
0	1
9	4
0	0
12	47
23	9
6	12
0	0
5	36
0	0
3	0
0	0
3	12
2	6
2	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
76	60
4	12
17	87
8	2
0	0
66	70
0	0
1	2
0	0
10	2
9	78
115	1
0	1
0	0
2	0
0	0
0	0
0	4
34	0
4	0
0	0
36	24
0	3
6	0
139	30
168	14
76	4
135	225
97	9
0	0
15	0
47	0
0	0
26	0
1	0
1	0
0	0
76	20
0	0
43	4
2	0
0	3
0	0
0	4
28	2
115	177
451	42
4	0
0	0
0	1
0	0
0	2
46	1
0	0
66	112
54	95
0	0
0	2
273	5
79	3
3	0
10	2
0	0
460	7
10	3
87	9
0	1
0	1
15	2
4	0
21	5
0	0
229	479
393	71
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
22	6
5	4
23	1
45	0
69	240
4	9
10	1
110	14
10	1
331	493
46	5
19	19
131	78
0	1
0	0
0	0
0	0
0	0
0	0
162	8
44	3
7	0
180	199
3	0
3	50
97	60
0	48
36	34
0	0
11	66
63	0
48	56
513	276
1	0
23	3
0	1
0	3
6	157
2	1
0	0
4	14
0	9
0	0
0	0
5	12
4	8
0	0
46	15
0	0
0	0
0	0
0	0
452	29
39	5
33	5
0	0
113	0
11	0
38	2
0	0
2	9
59	15
77	5
2	0
8	4
78	0
16	1
144	20
0	0
15	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	8
0	0
204	249
0	0
0	0
0	0
38	29
3	2
813	23
1	2
0	0
21	25
151	15
30	11
8	0
90	33
0	0
3	154
168	196
1	0
6	0
0	0
0	0
45	0
15	0
130	291
0	0
0	0
8	9
27	19
0	0
613	193
480	142
191	2
66	47
53	0
110	1
0	0
0	0
0	0
12	0
85	1
2	0
15	0
80	86
172	14
681	81
41	14
0	0
0	0
0	0
0	0
0	1
0	0
0	1
3	2
0	0
0	2
1	0
26	16
131	210
2	0
0	0
104	34
1	2
9	18
15	2
101	298
22	1
5	3
0	0
50	78
0	0
0	0
0	0
7	0
0	0
8	42
0	0
2	0
36	66
8	0
135	1
0	0
384	418
10791	1011
1294	186
693	132
1394	161
20	17
0	0
1677	22
0	0
0	0
0	0
0	0
0	0
0	0
29	53
122	44
294	1
16	0
0	0
0	0
31	21
46	36
3	1
0	0
1	0
59	0
0	1
0	1
0	0
19	20
110	24
12	9
1	0
40	0
0	0
0	0
0	0
9	13
0	0
10	0
543	10
827	22
470	445
26	0
29	0
0	0
83	109
0	0
1853	803
0	0
0	0
0	0
0	1
2	31
61	20
0	5
0	4
3	4
62	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
1	0
112	5
38	86
14	15
0	0
0	0
0	0
0	0
10	0
23	0
40	2
56	54
167	5
42	8
673	2343
43	121
0	1
15	0
1282	132
9	0
30	0
18	2
7	0
11	22
0	28
0	0
0	0
22	3
4	0
39	4
56	14
5	5
2	15
0	0
30	0
51	11
9	0
11	1
0	0
1	0
0	0
39	29
1	0
1	0
185	353
3	1
780	364
2	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	24
0	0
0	0
244	41
1	0
19	7
8	3
14	19
0	0
586	79
235	5
3	0
62	59
29	68
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
164	79
30	4
11	0
11	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
1	1
10	3
35	55
3	7
0	0
3	4
246	71
0	0
0	0
1	0
7	13
52	81
56	8
1	0
0	0
8	0
0	0
0	0
0	0
116	1
53	12
117	241
5	11
421	21
506	2
33	1
115	16
16	16
27	45
9	98
1	0
7	0
0	0
1177	33
4	6
0	0
17	3
8	0
0	0
144	29
45	7
0	0
1	0
124	34
2195	348
0	0
231	48
724	3
18	0
0	4
0	0
0	0
0	0
8	0
0	0
0	0
129	4
7	0
0	0
0	0
0	0
20	4
39	0
42	10
198	20
165	16
12	2
0	0
43	22
19	7
36	47
0	2
231	171
0	0
64	3
0	4
25	6
50	36
31	23
1229	1594
1	4
37	12
139	2
28	0
60	0
287	7
444	9
209	1
49	0
0	0
78	12
79	14
0	0
72	15
0	0
0	0
0	0
0	0
0	0
20	10
14	1
55	2
0	0
0	2
0	3
0	0
54	107
80	68
2	0
0	0
2	0
2	0
0	0
0	0
0	0
0	0
0	6
0	1
2	0
9	1
39	24
1	1
404	143
429	412
63	26
19	4
0	0
0	0
40	6
43	0
110	50
1262	6
2	0
371	7
189	6
12	1
24	4
32	2
197	381
0	0
20	0
2	0
2	0
37	0
34	2
17	20
32	21
4	0
1	0
0	0
0	0
0	0
7	0
0	0
0	0
14	24
0	0
0	0
0	0
0	0
4	0
24	17
22	0
0	0
0	0
0	8
