gene_id	yzy02_1	yzy01_3
A.satnudSFS5C01G001112.1	0	2
A.satnudSFS5C01G001113.1	65.004	94.001
A.satnudSFS5C01G001114.1	2	3.222
A.satnudSFS5C01G001115.1	0	0
A.satnudSFS5C01G001116.1	0	0
A.satnudSFS5C01G001117.1	3	2
A.satnudSFS5C01G001118.1	140.336	130.195
A.satnudSFS5C01G001119.1	0	7
A.satnudSFS5C01G001120.1	0	0
A.satnudSFS5C01G001121.1	1	0
A.satnudSFS5C01G001122.1	0	1
A.satnudSFS5C01G001123.1	14	32
A.satnudSFS5C01G001124.1	0	0
A.satnudSFS5C01G001125.1	0	0
A.satnudSFS5C01G001126.1	0	0
A.satnudSFS5C01G001127.1	0	0
A.satnudSFS5C01G001128.1	5.004	15
A.satnudSFS5C01G001129.1	0	0
A.satnudSFS5C01G001130.1	205.456	187.784
A.satnudSFS5C01G001131.1	0	0
A.satnudSFS5C01G001132.1	0	0
A.satnudSFS5C01G001133.1	111.558	115.146
A.satnudSFS5C01G001134.1	0	0
A.satnudSFS5C01G001135.1	0	0
A.satnudSFS5C01G001136.1	0	0
A.satnudSFS5C01G001137.1	0	0
A.satnudSFS5C01G001138.1	0	0
A.satnudSFS5C01G001139.1	1	0
A.satnudSFS5C01G001140.1	48.333	28.451
A.satnudSFS5C01G001141.1	2	2
A.satnudSFS5C01G001142.1	4.001	2
A.satnudSFS5C01G001143.1	0	0
A.satnudSFS5C01G001144.1	0	0
A.satnudSFS5C01G001145.1	0	0
A.satnudSFS5C01G001146.1	0	0
A.satnudSFS5C01G001147.1	784.442	822.737
A.satnudSFS5C01G001148.1	8	3
A.satnudSFS5C01G001149.1	2276.098	2735.757
A.satnudSFS5C01G001150.1	0	0
A.satnudSFS5C01G001151.1	7	5
A.satnudSFS5C01G001152.1	0	0
A.satnudSFS5C01G001153.1	354.812	563.09
A.satnudSFS5C01G001154.1	626.331	948.761
A.satnudSFS5C01G001155.1	88.004	134.998
A.satnudSFS5C01G001156.1	148.408	99.769
A.satnudSFS5C01G001157.1	81.999	77.969
A.satnudSFS5C01G001158.1	15	11
A.satnudSFS5C01G001159.1	1	19
A.satnudSFS5C01G001160.1	0	0
A.satnudSFS5C01G001161.1	173.919	128.565
A.satnudSFS5C01G001162.1	0	0
A.satnudSFS5C01G001163.1	29	34
A.satnudSFS5C01G001164.1	1629.17	1892.639
A.satnudSFS5C01G001165.1	255.036	144.725
A.satnudSFS5C01G001166.1	64	98.059
A.satnudSFS5C01G001167.1	65.502	85.764
A.satnudSFS5C01G001168.1	29.013	23.372
A.satnudSFS5C01G001169.1	19	24
A.satnudSFS5C01G001170.1	51.676	92.841
A.satnudSFS5C01G001171.1	7	13
A.satnudSFS5C01G001172.1	5.241	1
A.satnudSFS5C01G001173.1	35.99	32.095
A.satnudSFS5C01G001174.1	1247.787	2313.293
A.satnudSFS5C01G001175.1	0	0
A.satnudSFS5C01G001176.1	1	0
A.satnudSFS5C01G001177.1	0	0
A.satnudSFS5C01G001178.1	0	0
A.satnudSFS5C01G001179.1	2	2
A.satnudSFS5C01G001180.1	12	37
A.satnudSFS5C01G001181.1	255.987	309
A.satnudSFS5C01G001182.1	283.891	291.839
A.satnudSFS5C01G001183.1	46.904	32
A.satnudSFS5C01G001184.1	0	1
A.satnudSFS5C01G001185.1	513.084	319.148
A.satnudSFS5C01G001186.1	596.225	366.693
A.satnudSFS5C01G001187.1	0	0
A.satnudSFS5C01G001188.1	11	26.957
A.satnudSFS5C01G001189.1	4	12.997
A.satnudSFS5C01G001190.1	0	0
A.satnudSFS5C01G001191.1	65.936	22.001
A.satnudSFS5C01G001192.1	0	0
A.satnudSFS5C01G001193.1	454.27	298.046
A.satnudSFS5C01G001194.1	401.072	196.902
A.satnudSFS5C01G001195.1	0	0
A.satnudSFS5C01G001196.1	37	34
A.satnudSFS5C01G001197.1	57	95
A.satnudSFS5C01G001198.1	0	2
A.satnudSFS5C01G001199.1	23	32
A.satnudSFS5C01G001200.1	54.048	29.944
A.satnudSFS5C01G001201.1	0	0
A.satnudSFS5C01G001202.1	0	0
A.satnudSFS5C01G001203.1	2	0
A.satnudSFS5C01G001204.1	0	0
A.satnudSFS5C01G001205.1	1	0
A.satnudSFS5C01G001206.1	7	18
A.satnudSFS5C01G001207.1	0	0
A.satnudSFS5C01G001208.1	1	0
A.satnudSFS5C01G001209.1	0	0
A.satnudSFS5C01G001210.1	27.193	10.567
A.satnudSFS5C01G001211.1	2	3.608
A.satnudSFS5C01G001212.1	10.016	11.707
A.satnudSFS5C01G001213.1	0	0
A.satnudSFS5C01G001214.1	0	0
A.satnudSFS5C01G001215.1	0	0
A.satnudSFS5C01G001216.1	18	10
A.satnudSFS5C01G001217.1	2.942	4
A.satnudSFS5C01G001218.1	1	0
A.satnudSFS5C01G001219.1	49	60
A.satnudSFS5C01G001220.1	1413.872	1189.618
A.satnudSFS5C01G001221.1	0	0
A.satnudSFS5C01G001222.1	0	0
A.satnudSFS5C01G001223.1	0	0
A.satnudSFS5C01G001224.1	78.004	67.003
A.satnudSFS5C01G001225.1	0	0
A.satnudSFS5C01G001226.1	56	117.002
A.satnudSFS5C01G001227.1	9	3.993
A.satnudSFS5C01G001228.1	2	4
A.satnudSFS5C01G001229.1	77	58
A.satnudSFS5C01G001230.1	7.965	10
A.satnudSFS5C01G001231.1	6.001	10.998
A.satnudSFS5C01G001232.1	14.079	6
A.satnudSFS5C01G001233.1	0	0
A.satnudSFS5C01G001234.1	227.617	202.93
A.satnudSFS5C01G001235.1	0	0
A.satnudSFS5C01G001236.1	13.085	17.107
A.satnudSFS5C01G001237.1	13	11
A.satnudSFS5C01G001238.1	189.27	132
A.satnudSFS5C01G001239.1	6	2
A.satnudSFS5C01G001240.1	0	0
A.satnudSFS5C01G001241.1	62.7	45.924
A.satnudSFS5C01G001242.1	218.078	207
A.satnudSFS5C01G001243.1	1	0
A.satnudSFS5C01G001244.1	7	6.006
A.satnudSFS5C01G001245.1	94.459	77.722
A.satnudSFS5C01G001246.1	11	24
A.satnudSFS5C01G001247.1	51.998	32
A.satnudSFS5C01G001248.1	1	2
A.satnudSFS5C01G001249.1	5	5
A.satnudSFS5C01G001250.1	0	0
A.satnudSFS5C01G001251.1	0	0
A.satnudSFS5C01G001252.1	0	0
A.satnudSFS5C01G001253.1	29.226	8
A.satnudSFS5C01G001254.1	0	0
A.satnudSFS5C01G001255.1	0	0
A.satnudSFS5C01G001256.1	6	19
A.satnudSFS5C01G001257.1	0	0
A.satnudSFS5C01G001258.1	0	0
A.satnudSFS5C01G001259.1	0	0
A.satnudSFS5C01G001260.1	0	0
A.satnudSFS5C01G001261.1	0	0
A.satnudSFS5C01G001262.1	0	0
A.satnudSFS5C01G001263.1	0	0
A.satnudSFS5C01G001264.1	2	1
A.satnudSFS5C01G001265.1	188.89	275
A.satnudSFS5C01G001266.1	212.411	139.098
A.satnudSFS5C01G001267.1	917.167	1158.311
A.satnudSFS5C01G001268.1	16	6
A.satnudSFS5C01G001269.1	10	3
A.satnudSFS5C01G001270.1	0	0
A.satnudSFS5C01G001271.1	0	0
A.satnudSFS5C01G001272.1	3	13
A.satnudSFS5C01G001273.1	149	108.002
A.satnudSFS5C01G001274.1	25	21
A.satnudSFS5C01G001275.1	0	0
A.satnudSFS5C01G001276.1	1	0
A.satnudSFS5C01G001277.1	80.624	26.695
A.satnudSFS5C01G001278.1	0	0
A.satnudSFS5C01G001279.1	0	0
A.satnudSFS5C01G001280.1	0	0
A.satnudSFS5C01G001281.1	367.879	210.416
A.satnudSFS5C01G001282.1	304.451	329.638
A.satnudSFS5C01G001283.1	0	0
A.satnudSFS5C01G001284.1	0	0
A.satnudSFS5C01G001285.1	0	0
A.satnudSFS5C01G001286.1	27	12
A.satnudSFS5C01G001287.1	436.345	486.908
A.satnudSFS5C01G001288.1	8	6
A.satnudSFS5C01G001289.1	1	0
A.satnudSFS5C01G001290.1	178.022	154.924
A.satnudSFS5C01G001291.1	0	0
A.satnudSFS5C01G001292.1	29.994	22.005
A.satnudSFS5C01G001293.1	30.686	14.327
A.satnudSFS5C01G001294.1	177.527	109.001
A.satnudSFS5C01G001295.1	0	0
A.satnudSFS5C01G001296.1	55	59
A.satnudSFS5C01G001297.1	0	0
A.satnudSFS5C01G001298.1	0	0
A.satnudSFS5C01G001299.1	0	0
A.satnudSFS5C01G001300.1	62.002	54.524
A.satnudSFS5C01G001301.1	92.339	98.843
A.satnudSFS5C01G001302.1	8	2
A.satnudSFS5C01G001303.1	15	4
A.satnudSFS5C01G001304.1	0	0
A.satnudSFS5C01G001305.1	0	0
A.satnudSFS5C01G001306.1	1	0
A.satnudSFS5C01G001307.1	346.922	317
A.satnudSFS5C01G001308.1	0	0
A.satnudSFS5C01G001309.1	0	0
A.satnudSFS5C01G001310.1	0	0
A.satnudSFS5C01G001311.1	0	0
A.satnudSFS5C01G001312.1	0	0
A.satnudSFS5C01G001313.1	0	2
A.satnudSFS5C01G001314.1	0	0
A.satnudSFS5C01G001315.1	0	0
A.satnudSFS5C01G001316.1	0	1
A.satnudSFS5C01G001317.1	25	18
A.satnudSFS5C01G001318.1	0	0
A.satnudSFS5C01G001319.1	0	0
A.satnudSFS5C01G001320.1	0	0
A.satnudSFS5C01G001321.1	0	1
A.satnudSFS5C01G001322.1	0	0
A.satnudSFS5C01G001323.1	0	0
A.satnudSFS5C01G001324.1	0	1.578
A.satnudSFS5C01G001325.1	0	0
A.satnudSFS5C01G001326.1	0	0
A.satnudSFS5C01G001327.1	0	0
A.satnudSFS5C01G001328.1	0	2
A.satnudSFS5C01G001329.1	0	0
A.satnudSFS5C01G001330.1	0	0
A.satnudSFS5C01G001331.1	0	0
A.satnudSFS5C01G001332.1	0	0
A.satnudSFS5C01G001333.1	3.8	2.007
A.satnudSFS5C01G001334.1	0	0
A.satnudSFS5C01G001335.1	78.725	16.066
A.satnudSFS5C01G001336.1	0	0
A.satnudSFS5C01G001337.1	25.527	0
A.satnudSFS5C01G001338.1	7	1
A.satnudSFS5C01G001339.1	4.908	5
A.satnudSFS5C01G001340.1	0	0
A.satnudSFS5C01G001341.1	101.006	226.638
A.satnudSFS5C01G001342.1	609.778	449
A.satnudSFS5C01G001343.1	35.439	27.959
A.satnudSFS5C01G001344.1	58.297	72.182
A.satnudSFS5C01G001345.1	4	5.73
A.satnudSFS5C01G001346.1	19.243	12.032
A.satnudSFS5C01G001347.1	15	6
A.satnudSFS5C01G001348.1	0	1
A.satnudSFS5C01G001349.1	0	0
A.satnudSFS5C01G001350.1	0	0.985
A.satnudSFS5C01G001351.1	0	0
A.satnudSFS5C01G001352.1	1	2
A.satnudSFS5C01G001353.1	0	0
A.satnudSFS5C01G001354.1	0	0
A.satnudSFS5C01G001355.1	14.008	6
A.satnudSFS5C01G001356.1	151	1121.028
A.satnudSFS5C01G001357.1	65.974	22.27
A.satnudSFS5C01G001358.1	0	0
A.satnudSFS5C01G001359.1	0	0
A.satnudSFS5C01G001360.1	0	0
A.satnudSFS5C01G001361.1	59.949	49.397
A.satnudSFS5C01G001362.1	100.708	90.495
A.satnudSFS5C01G001363.1	37.436	63.691
A.satnudSFS5C01G001364.1	5	3
A.satnudSFS5C01G001365.1	0	0
A.satnudSFS5C01G001366.1	16	16
A.satnudSFS5C01G001367.1	196.893	130.458
A.satnudSFS5C01G001368.1	12	2
A.satnudSFS5C01G001369.1	17	13
A.satnudSFS5C01G001370.1	0	1
A.satnudSFS5C01G001371.1	0	0
A.satnudSFS5C01G001372.1	36.243	36.609
A.satnudSFS5C01G001373.1	0	0
A.satnudSFS5C01G001374.1	0	0
A.satnudSFS5C01G001375.1	0	0
A.satnudSFS5C01G001376.1	3	0
A.satnudSFS5C01G001377.1	1	0
A.satnudSFS5C01G001378.1	0	0
A.satnudSFS5C01G001379.1	0	0
A.satnudSFS5C01G001380.1	0	0
A.satnudSFS5C01G001381.1	0	0
A.satnudSFS5C01G001382.1	1	0
A.satnudSFS5C01G001383.1	0	0
A.satnudSFS5C01G001384.1	0	0
A.satnudSFS5C01G001385.1	0	0
A.satnudSFS5C01G001386.1	0	0
A.satnudSFS5C01G001387.1	0	0
A.satnudSFS5C01G001388.1	131.106	87.514
A.satnudSFS5C01G001389.1	10	30
A.satnudSFS5C01G001390.1	0	0
A.satnudSFS5C01G001391.1	0	7
A.satnudSFS5C01G001392.1	0	0
A.satnudSFS5C01G001393.1	0	0
A.satnudSFS5C01G001394.1	0	0
A.satnudSFS5C01G001395.1	6	1
A.satnudSFS5C01G001396.1	1	2
A.satnudSFS5C01G001397.1	0	0
A.satnudSFS5C01G001398.1	2	2
A.satnudSFS5C01G001399.1	32	27
A.satnudSFS5C01G001400.1	42.086	19.689
A.satnudSFS5C01G001401.1	15	22
A.satnudSFS5C01G001402.1	0	0
A.satnudSFS5C01G001403.1	5	0
A.satnudSFS5C01G001404.1	140.228	163.665
A.satnudSFS5C01G001405.1	145.418	114.734
A.satnudSFS5C01G001406.1	70.999	44.036
A.satnudSFS5C01G001407.1	0	0
A.satnudSFS5C01G001408.1	395.979	250.208
A.satnudSFS5C01G001409.1	13	19
A.satnudSFS5C01G001410.1	0	0
A.satnudSFS5C01G001411.1	3	0
A.satnudSFS5C01G001412.1	2	0
A.satnudSFS5C01G001413.1	36.109	22.262
A.satnudSFS5C01G001414.1	1	0
A.satnudSFS5C01G001415.1	58.287	42
A.satnudSFS5C01G001416.1	0	0
A.satnudSFS5C01G001417.1	125.221	115
A.satnudSFS5C01G001418.1	22	5
A.satnudSFS5C01G001419.1	0	2
A.satnudSFS5C01G001420.1	196.999	123
A.satnudSFS5C01G001421.1	0	0
A.satnudSFS5C01G001422.1	0	0
A.satnudSFS5C01G001423.1	1	0
A.satnudSFS5C01G001424.1	119	89.983
A.satnudSFS5C01G001425.1	0	0
A.satnudSFS5C01G001426.1	0	2
A.satnudSFS5C01G001427.1	87.166	67.71
A.satnudSFS5C01G001428.1	3	10
A.satnudSFS5C01G001429.1	0	0
A.satnudSFS5C01G001430.1	101	69.119
A.satnudSFS5C01G001431.1	15	8
A.satnudSFS5C01G001432.1	0	0
A.satnudSFS5C01G001433.1	1	0
A.satnudSFS5C01G001434.1	100.554	57.631
A.satnudSFS5C01G001435.1	5	1
A.satnudSFS5C01G001436.1	63.173	71.64
A.satnudSFS5C01G001437.1	17	19
A.satnudSFS5C01G001438.1	4	10
A.satnudSFS5C01G001439.1	0	0
A.satnudSFS5C01G001440.1	285.489	412.254
A.satnudSFS5C01G001441.1	95.241	69.036
A.satnudSFS5C01G001442.1	64	49
A.satnudSFS5C01G001443.1	2	0
A.satnudSFS5C01G001444.1	8.196	10
A.satnudSFS5C01G001445.1	4.804	1
A.satnudSFS5C01G001446.1	5.087	13
A.satnudSFS5C01G001447.1	0	0
A.satnudSFS5C01G001448.1	0	0
A.satnudSFS5C01G001449.1	0	0
A.satnudSFS5C01G001450.1	299.978	248.479
A.satnudSFS5C01G001451.1	0	0
A.satnudSFS5C01G001452.1	2	1
A.satnudSFS5C01G001453.1	3	1
A.satnudSFS5C01G001454.1	0	0
A.satnudSFS5C01G001455.1	8	11
A.satnudSFS5C01G001456.1	0	0
A.satnudSFS5C01G001457.1	37	16
A.satnudSFS5C01G001458.1	7	6
A.satnudSFS5C01G001459.1	13.994	11
A.satnudSFS5C01G001460.1	3	13
A.satnudSFS5C01G001461.1	7	3
A.satnudSFS5C01G001462.1	23	27
A.satnudSFS5C01G001463.1	0	0
A.satnudSFS5C01G001464.1	0	0
A.satnudSFS5C01G001465.1	7.009	4
A.satnudSFS5C01G001466.1	9	3
A.satnudSFS5C01G001467.1	1	5
A.satnudSFS5C01G001468.1	30	29
A.satnudSFS5C01G001469.1	67.403	38.705
A.satnudSFS5C01G001470.1	3	2
A.satnudSFS5C01G001471.1	0	0
A.satnudSFS5C01G001472.1	0	0
A.satnudSFS5C01G001473.1	4.001	5
A.satnudSFS5C01G001474.1	0	0
A.satnudSFS5C01G001475.1	0	0
A.satnudSFS5C01G001476.1	1	2
A.satnudSFS5C01G001477.1	1	7
A.satnudSFS5C01G001478.1	3	2
A.satnudSFS5C01G001479.1	8	4
A.satnudSFS5C01G001480.1	0	0
A.satnudSFS5C01G001481.1	0	0
A.satnudSFS5C01G001482.1	0	0
A.satnudSFS5C01G001483.1	0	0
A.satnudSFS5C01G001484.1	0	0
A.satnudSFS5C01G001485.1	124.514	79.384
A.satnudSFS5C01G001486.1	0	0
A.satnudSFS5C01G001487.1	35	24
A.satnudSFS5C01G001488.1	110.003	58
A.satnudSFS5C01G001489.1	51.292	44.987
A.satnudSFS5C01G001490.1	0	0
A.satnudSFS5C01G001491.1	0	0
A.satnudSFS5C01G001492.1	0	2
A.satnudSFS5C01G001493.1	0	0
A.satnudSFS5C01G001494.1	0	1.377
A.satnudSFS5C01G001495.1	140.498	130
A.satnudSFS5C01G001496.1	23.675	21
A.satnudSFS5C01G001497.1	0	0
A.satnudSFS5C01G001498.1	53.796	54.182
A.satnudSFS5C01G001499.1	0	0
A.satnudSFS5C01G001500.1	98.564	111.192
A.satnudSFS5C01G001501.1	33.027	34.949
A.satnudSFS5C01G001502.1	195.188	160.203
A.satnudSFS5C01G001503.1	9	8
A.satnudSFS5C01G001504.1	0	0
A.satnudSFS5C01G001505.1	188.528	107.003
A.satnudSFS5C01G001506.1	5	5
A.satnudSFS5C01G001507.1	0	0
A.satnudSFS5C01G001508.1	85.96	89.618
A.satnudSFS5C01G001509.1	0	0
A.satnudSFS5C01G001510.1	16	7
A.satnudSFS5C01G001511.1	20	6.001
A.satnudSFS5C01G001512.1	32.887	18
A.satnudSFS5C01G001513.1	0	0
A.satnudSFS5C01G001514.1	5	8
A.satnudSFS5C01G001515.1	3	3
A.satnudSFS5C01G001516.1	0	0
A.satnudSFS5C01G001517.1	0	0
A.satnudSFS5C01G001518.1	0	0
A.satnudSFS5C01G001519.1	0	0
A.satnudSFS5C01G001520.1	0	0
A.satnudSFS5C01G001521.1	82.379	63
A.satnudSFS5C01G001522.1	0	0
A.satnudSFS5C01G001523.1	26	15
A.satnudSFS5C01G001524.1	0	0
A.satnudSFS5C01G001525.1	0	0
A.satnudSFS5C01G001526.1	0	1
A.satnudSFS5C01G001527.1	5	15.001
A.satnudSFS5C01G001528.1	0	0
A.satnudSFS5C01G001529.1	0	0
A.satnudSFS5C01G001530.1	0	0
A.satnudSFS5C01G001531.1	30.888	27.785
A.satnudSFS5C01G001532.1	5.112	2.219
A.satnudSFS5C01G001533.1	0	0
A.satnudSFS5C01G001534.1	2	0
A.satnudSFS5C01G001535.1	306.112	249
A.satnudSFS5C01G001536.1	0	0
A.satnudSFS5C01G001537.1	197.995	191.049
A.satnudSFS5C01G001538.1	0	0
A.satnudSFS5C01G001539.1	0	0
A.satnudSFS5C01G001540.1	12.493	14.583
A.satnudSFS5C01G001541.1	47.466	49
A.satnudSFS5C01G001542.1	0	0
A.satnudSFS5C01G001543.1	0	2
A.satnudSFS5C01G001544.1	0	0
A.satnudSFS5C01G001545.1	0	0
A.satnudSFS5C01G001546.1	0	0
A.satnudSFS5C01G001547.1	58	41
A.satnudSFS5C01G001548.1	651.889	681.605
A.satnudSFS5C01G001549.1	0	0
A.satnudSFS5C01G001550.1	0	0
A.satnudSFS5C01G001551.1	0	0
A.satnudSFS5C01G001552.1	15	8
A.satnudSFS5C01G001553.1	0	0
A.satnudSFS5C01G001554.1	26	33
A.satnudSFS5C01G001555.1	1	9
A.satnudSFS5C01G001556.1	49	62
A.satnudSFS5C01G001557.1	118.929	63.638
A.satnudSFS5C01G001558.1	1	2
A.satnudSFS5C01G001559.1	12	4
A.satnudSFS5C01G001560.1	38	24
A.satnudSFS5C01G001561.1	0	0
A.satnudSFS5C01G001562.1	0	0
A.satnudSFS5C01G001563.1	0	0
A.satnudSFS5C01G001564.1	0	1
A.satnudSFS5C01G001565.1	0	0
A.satnudSFS5C01G001566.1	0	0
A.satnudSFS5C01G001567.1	0	0
A.satnudSFS5C01G001568.1	0	0
A.satnudSFS5C01G001569.1	0	0
A.satnudSFS5C01G001570.1	0	0
A.satnudSFS5C01G001571.1	0	0
A.satnudSFS5C01G001572.1	0	0
A.satnudSFS5C01G001573.1	2	13
A.satnudSFS5C01G001574.1	0	0
A.satnudSFS5C01G001575.1	0	0
A.satnudSFS5C01G001576.1	2	4
A.satnudSFS5C01G001577.1	0	0
A.satnudSFS5C01G001578.1	0	0
A.satnudSFS5C01G001579.1	0	0
A.satnudSFS5C01G001580.1	0	0
A.satnudSFS5C01G001581.1	0	3
A.satnudSFS5C01G001582.1	0	0
A.satnudSFS5C01G001583.1	64	67.001
A.satnudSFS5C01G001584.1	9	13
A.satnudSFS5C01G001585.1	35.03	25.317
A.satnudSFS5C01G001586.1	1375.56	1217.555
A.satnudSFS5C01G001587.1	0	0
A.satnudSFS5C01G001588.1	0	0
A.satnudSFS5C01G001589.1	0	0
A.satnudSFS5C01G001590.1	0	0
A.satnudSFS5C01G001591.1	220.98	153.113
A.satnudSFS5C01G001592.1	274.158	258.988
A.satnudSFS5C01G001593.1	0	0
A.satnudSFS5C01G001594.1	0	0
A.satnudSFS5C01G001595.1	43	27
A.satnudSFS5C01G001596.1	5	7
A.satnudSFS5C01G001597.1	34	28
A.satnudSFS5C01G001598.1	4.002	5
A.satnudSFS5C01G001599.1	13	11
A.satnudSFS5C01G001600.1	44.011	43
A.satnudSFS5C01G001601.1	294.863	234.302
A.satnudSFS5C01G001602.1	13	6
A.satnudSFS5C01G001603.1	0	0
A.satnudSFS5C01G001604.1	0	0
A.satnudSFS5C01G001605.1	0	1
A.satnudSFS5C01G001606.1	0	0
A.satnudSFS5C01G001607.1	0	0
A.satnudSFS5C01G001608.1	13	4
A.satnudSFS5C01G001609.1	0	4.005
A.satnudSFS5C01G001610.1	204.274	185.703
A.satnudSFS5C01G001611.1	1.007	6
A.satnudSFS5C01G001612.1	348.469	329.258
A.satnudSFS5C01G001613.1	0	0
A.satnudSFS5C01G001614.1	9.72	18.976
A.satnudSFS5C01G001615.1	0	0
A.satnudSFS5C01G001616.1	171.624	186.508
A.satnudSFS5C01G001617.1	0	0
A.satnudSFS5C01G001618.1	160.812	117
A.satnudSFS5C01G001619.1	141.336	134.995
A.satnudSFS5C01G001620.1	0	0
A.satnudSFS5C01G001621.1	3	1
A.satnudSFS5C01G001622.1	2	1
A.satnudSFS5C01G001623.1	0	0
A.satnudSFS5C01G001624.1	1	0
A.satnudSFS5C01G001625.1	522.06	407.046
A.satnudSFS5C01G001626.1	0	0
A.satnudSFS5C01G001627.1	0	0
A.satnudSFS5C01G001628.1	0	0
A.satnudSFS5C01G001629.1	0	0
A.satnudSFS5C01G001630.1	182.382	133
A.satnudSFS5C01G001631.1	0	0
A.satnudSFS5C01G001632.1	0	0
A.satnudSFS5C01G001633.1	17	5
A.satnudSFS5C01G001634.1	2	1
A.satnudSFS5C01G001635.1	58.86	50.862
A.satnudSFS5C01G001636.1	9	4
A.satnudSFS5C01G001637.1	0	0
A.satnudSFS5C01G001638.1	0	0
A.satnudSFS5C01G001639.1	0	0
A.satnudSFS5C01G001640.1	0	0
A.satnudSFS5C01G001641.1	0	0
A.satnudSFS5C01G001642.1	0	0
A.satnudSFS5C01G001643.1	0	0
A.satnudSFS5C01G001644.1	60	39
A.satnudSFS5C01G001645.1	10	5
A.satnudSFS5C01G001646.1	0	0
A.satnudSFS5C01G001647.1	0	0
A.satnudSFS5C01G001648.1	0	0
A.satnudSFS5C01G001649.1	0	0
A.satnudSFS5C01G001650.1	28	26
A.satnudSFS5C01G001651.1	0	0
A.satnudSFS5C01G001652.1	0	0
A.satnudSFS5C01G001653.1	0	0
A.satnudSFS5C01G001654.1	0	0
A.satnudSFS5C01G001655.1	0	0
A.satnudSFS5C01G001656.1	0	0
A.satnudSFS5C01G001657.1	138.451	111
A.satnudSFS5C01G001658.1	0	0
A.satnudSFS5C01G001659.1	0	0
A.satnudSFS5C01G001660.1	0	0
A.satnudSFS5C01G001661.1	0	0
A.satnudSFS5C01G001662.1	0	0
A.satnudSFS5C01G001663.1	0	0
A.satnudSFS5C01G001664.1	0	0
A.satnudSFS5C01G001665.1	0	0
A.satnudSFS5C01G001666.1	0	0
A.satnudSFS5C01G001667.1	0	0
A.satnudSFS5C01G001668.1	0	0
A.satnudSFS5C01G001669.1	0	0
A.satnudSFS5C01G001670.1	0	0
A.satnudSFS5C01G001671.1	0	0
A.satnudSFS5C01G001672.1	4	5
A.satnudSFS5C01G001673.1	0	0
A.satnudSFS5C01G001674.1	0	0
A.satnudSFS5C01G001675.1	0	0
A.satnudSFS5C01G001676.1	0	0
A.satnudSFS5C01G001677.1	1	0
A.satnudSFS5C01G001678.1	0	0
A.satnudSFS5C01G001679.1	0	0
A.satnudSFS5C01G001680.1	0	0
A.satnudSFS5C01G001681.1	0	0
A.satnudSFS5C01G001682.1	16.197	34.001
A.satnudSFS5C01G001683.1	0	0
A.satnudSFS5C01G001684.1	0	1
A.satnudSFS5C01G001685.1	178	153.983
A.satnudSFS5C01G001686.1	0	0
A.satnudSFS5C01G001687.1	96	102
A.satnudSFS5C01G001688.1	0	0
A.satnudSFS5C01G001689.1	22	40
A.satnudSFS5C01G001690.1	0	0
A.satnudSFS5C01G001691.1	0	0
A.satnudSFS5C01G001692.1	0	0
A.satnudSFS5C01G001693.1	0	0
A.satnudSFS5C01G001694.1	0	0
A.satnudSFS5C01G001695.1	0	0
A.satnudSFS5C01G001696.1	0	0
A.satnudSFS5C01G001697.1	498.292	417.849
A.satnudSFS5C01G001698.1	0	0
A.satnudSFS5C01G001699.1	0	0
A.satnudSFS5C01G001700.1	11	7
A.satnudSFS5C01G001701.1	33	26
A.satnudSFS5C01G001702.1	0	0
A.satnudSFS5C01G001703.1	26	44
A.satnudSFS5C01G001704.1	162.001	73
A.satnudSFS5C01G001705.1	0	0
A.satnudSFS5C01G001706.1	162.488	134
A.satnudSFS5C01G001707.1	0	0
A.satnudSFS5C01G001708.1	7.761	4.285
A.satnudSFS5C01G001709.1	0	0
A.satnudSFS5C01G001710.1	0	0
A.satnudSFS5C01G001711.1	54	34
A.satnudSFS5C01G001712.1	60	32
A.satnudSFS5C01G001713.1	5	2
A.satnudSFS5C01G001714.1	17.158	16
A.satnudSFS5C01G001715.1	0	0
A.satnudSFS5C01G001716.1	1	4.788
A.satnudSFS5C01G001717.1	0	0
A.satnudSFS5C01G001718.1	0	1
A.satnudSFS5C01G001719.1	26.195	37.206
A.satnudSFS5C01G001720.1	27.002	15.243
A.satnudSFS5C01G001721.1	1	2
A.satnudSFS5C01G001722.1	105	64.621
A.satnudSFS5C01G001723.1	0	0
A.satnudSFS5C01G001724.1	2	3.001
A.satnudSFS5C01G001725.1	0	1
A.satnudSFS5C01G001726.1	0	0
A.satnudSFS5C01G001727.1	0	0
A.satnudSFS5C01G001728.1	0	0
A.satnudSFS5C01G001729.1	0	0
A.satnudSFS5C01G001730.1	6	1
A.satnudSFS5C01G001731.1	0	0
A.satnudSFS5C01G001732.1	0	2
A.satnudSFS5C01G001733.1	123.081	97
A.satnudSFS5C01G001734.1	1	0
A.satnudSFS5C01G001735.1	188.458	133.896
A.satnudSFS5C01G001736.1	19	19.146
A.satnudSFS5C01G001737.1	0	0
A.satnudSFS5C01G001738.1	0	0
A.satnudSFS5C01G001739.1	0	0
A.satnudSFS5C01G001740.1	0	0
A.satnudSFS5C01G001741.1	11	18
A.satnudSFS5C01G001742.1	5	4.002
A.satnudSFS5C01G001743.1	64	27.001
A.satnudSFS5C01G001744.1	1	0
A.satnudSFS5C01G001745.1	3	1
A.satnudSFS5C01G001746.1	88.873	112.577
A.satnudSFS5C01G001747.1	0	0
A.satnudSFS5C01G001748.1	0	0
A.satnudSFS5C01G001749.1	0	0
