gene_id	yzy02_1	yzy01_3
A.satnudSFS2A01G003049.1	20.575	11.494
A.satnudSFS2A01G003050.1	87.579	115.556
A.satnudSFS2A01G003051.1	0	1
A.satnudSFS2A01G003052.1	54.886	26.534
A.satnudSFS2A01G003053.1	159.645	59.269
A.satnudSFS2A01G003054.1	286.157	253.752
A.satnudSFS2A01G003055.1	0	0
A.satnudSFS2A01G003056.1	4	10
A.satnudSFS2A01G003057.1	1.535	0
A.satnudSFS2A01G003058.1	13.308	8.999
A.satnudSFS2A01G003059.1	0	0
A.satnudSFS2A01G003060.1	0	0
A.satnudSFS2A01G003061.1	140.252	117.712
A.satnudSFS2A01G003062.1	65.647	37.992
A.satnudSFS2A01G003063.1	0	0
A.satnudSFS2A01G003064.1	0	0
A.satnudSFS2A01G003065.1	0	0
A.satnudSFS2A01G003066.1	0	0
A.satnudSFS2A01G003067.1	426.079	633.415
A.satnudSFS2A01G003068.1	29.872	0
A.satnudSFS2A01G003069.1	26.996	51.062
A.satnudSFS2A01G003070.1	54.426	27.537
A.satnudSFS2A01G003071.1	0	0
A.satnudSFS2A01G003072.1	365.99	351.827
A.satnudSFS2A01G003073.1	22.707	33.277
A.satnudSFS2A01G003074.1	6	8
A.satnudSFS2A01G003075.1	401.053	168.322
A.satnudSFS2A01G003076.1	46.053	28.855
A.satnudSFS2A01G003077.1	547.917	441.724
A.satnudSFS2A01G003078.1	0	0
A.satnudSFS2A01G003079.1	99.584	27.718
A.satnudSFS2A01G003080.1	0	1
A.satnudSFS2A01G003081.1	103.239	43.123
A.satnudSFS2A01G003082.1	1164.944	1076.435
A.satnudSFS2A01G003083.1	0	0
A.satnudSFS2A01G003084.1	0	0
A.satnudSFS2A01G003085.1	0	0
A.satnudSFS2A01G003086.1	22	17
A.satnudSFS2A01G003087.1	81	39.065
A.satnudSFS2A01G003088.1	0	0
A.satnudSFS2A01G003089.1	1	3
A.satnudSFS2A01G003090.1	26	58
A.satnudSFS2A01G003091.1	34	34
A.satnudSFS2A01G003092.1	5.496	8.529
A.satnudSFS2A01G003093.1	0.963	3
A.satnudSFS2A01G003094.1	0	0
A.satnudSFS2A01G003095.1	5.921	8
A.satnudSFS2A01G003096.1	0	3
A.satnudSFS2A01G003097.1	160.671	125.937
A.satnudSFS2A01G003098.1	0	0
A.satnudSFS2A01G003099.1	15.603	22.009
A.satnudSFS2A01G003100.1	4	0
A.satnudSFS2A01G003101.1	0	0
A.satnudSFS2A01G003102.1	2	1
A.satnudSFS2A01G003103.1	5.987	2
A.satnudSFS2A01G003104.1	6	0.997
A.satnudSFS2A01G003105.1	51.909	60.482
A.satnudSFS2A01G003106.1	3	1
A.satnudSFS2A01G003107.1	49.415	30.289
A.satnudSFS2A01G003108.1	290.206	2.461
A.satnudSFS2A01G003109.1	340.588	288.477
A.satnudSFS2A01G003110.1	83.772	78
A.satnudSFS2A01G003111.1	29.001	7.943
A.satnudSFS2A01G003112.1	22.941	32.784
A.satnudSFS2A01G003113.1	3	3
A.satnudSFS2A01G003114.1	1	1
A.satnudSFS2A01G003115.1	124.541	100.969
A.satnudSFS2A01G003116.1	317.219	236.642
A.satnudSFS2A01G003117.1	0	0
A.satnudSFS2A01G003118.1	96.46	55.936
A.satnudSFS2A01G003119.1	18.379	22.887
A.satnudSFS2A01G003120.1	84.475	51.104
A.satnudSFS2A01G003121.1	46.141	49.666
A.satnudSFS2A01G003122.1	41.968	52.981
A.satnudSFS2A01G003123.1	22.698	14.752
A.satnudSFS2A01G003124.1	44	55
A.satnudSFS2A01G003125.1	5.863	8.011
A.satnudSFS2A01G003126.1	229.74	261.482
A.satnudSFS2A01G003127.1	3	3
A.satnudSFS2A01G003128.1	420.733	209.504
A.satnudSFS2A01G003129.1	2	2
A.satnudSFS2A01G003130.1	0	0
A.satnudSFS2A01G003131.1	33	27
A.satnudSFS2A01G003132.1	0	0
A.satnudSFS2A01G003133.1	0	0
A.satnudSFS2A01G003134.1	0	0
A.satnudSFS2A01G003135.1	0	0
A.satnudSFS2A01G003136.1	37.996	33.819
A.satnudSFS2A01G003137.1	206.339	201.148
A.satnudSFS2A01G003138.1	183.252	146.837
A.satnudSFS2A01G003139.1	141	59
A.satnudSFS2A01G003140.1	0	0
A.satnudSFS2A01G003141.1	25.43	16.17
A.satnudSFS2A01G003142.1	87.376	38.833
A.satnudSFS2A01G003143.1	0	0
A.satnudSFS2A01G003144.1	712.313	455.503
A.satnudSFS2A01G003145.1	15.315	6.832
A.satnudSFS2A01G003146.1	3.003	2
A.satnudSFS2A01G003147.1	0	0
A.satnudSFS2A01G003148.1	37.988	43.803
A.satnudSFS2A01G003149.1	22.111	34
A.satnudSFS2A01G003150.1	312.582	307.099
A.satnudSFS2A01G003151.1	858.631	525.508
A.satnudSFS2A01G003152.1	39.073	62.226
A.satnudSFS2A01G003153.1	0	0
A.satnudSFS2A01G003154.1	0	0
A.satnudSFS2A01G003155.1	2	0
A.satnudSFS2A01G003156.1	0	0
A.satnudSFS2A01G003157.1	31.234	93.503
A.satnudSFS2A01G003158.1	0	0
A.satnudSFS2A01G003159.1	0	5
A.satnudSFS2A01G003160.1	162	159
A.satnudSFS2A01G003161.1	7	6
A.satnudSFS2A01G003162.1	0	0
A.satnudSFS2A01G003163.1	0	0
A.satnudSFS2A01G003164.1	1116.465	2979.571
A.satnudSFS2A01G003165.1	0	1
A.satnudSFS2A01G003166.1	27.153	10.002
A.satnudSFS2A01G003167.1	169.037	196.69
A.satnudSFS2A01G003168.1	121.558	102.676
A.satnudSFS2A01G003169.1	43.903	21.581
A.satnudSFS2A01G003170.1	11	6
A.satnudSFS2A01G003171.1	6	2.742
A.satnudSFS2A01G003172.1	0	0
A.satnudSFS2A01G003173.1	72.866	66
A.satnudSFS2A01G003174.1	1	0
A.satnudSFS2A01G003175.1	19.987	0.855
A.satnudSFS2A01G003176.1	29.184	0
A.satnudSFS2A01G003177.1	4335.308	4491.358
A.satnudSFS2A01G003178.1	49.923	66.318
A.satnudSFS2A01G003179.1	103.262	80.006
A.satnudSFS2A01G003180.1	8.999	0
A.satnudSFS2A01G003181.1	716.555	659.642
A.satnudSFS2A01G003182.1	0	0
A.satnudSFS2A01G003183.1	0	0
A.satnudSFS2A01G003184.1	13.362	13.481
A.satnudSFS2A01G003185.1	152.561	127.129
A.satnudSFS2A01G003186.1	948.023	1989.865
A.satnudSFS2A01G003187.1	140.3	170.425
A.satnudSFS2A01G003188.1	11.414	5.96
A.satnudSFS2A01G003189.1	22.387	10.964
A.satnudSFS2A01G003190.1	56.969	34.28
A.satnudSFS2A01G003191.1	1	2
A.satnudSFS2A01G003192.1	60.948	23.349
A.satnudSFS2A01G003193.1	5.716	1.077
A.satnudSFS2A01G003194.1	22.622	28.868
A.satnudSFS2A01G003195.1	0	0
A.satnudSFS2A01G003196.1	8.51	2.414
A.satnudSFS2A01G003197.1	2	4
A.satnudSFS2A01G003198.1	19.003	15.605
A.satnudSFS2A01G003199.1	0	0
A.satnudSFS2A01G003200.1	0	0
A.satnudSFS2A01G003201.1	0	0
A.satnudSFS2A01G003202.1	32	0
A.satnudSFS2A01G003203.1	33.728	19.287
A.satnudSFS2A01G003204.1	5.997	0
A.satnudSFS2A01G003205.1	1.019	0
A.satnudSFS2A01G003206.1	18.017	27
A.satnudSFS2A01G003207.1	0	0
A.satnudSFS2A01G003208.1	17	29.02
A.satnudSFS2A01G003209.1	17.921	52.061
A.satnudSFS2A01G003210.1	1.306	8.747
A.satnudSFS2A01G003211.1	10.079	30.191
A.satnudSFS2A01G003212.1	3	7.002
A.satnudSFS2A01G003213.1	10.077	20.846
A.satnudSFS2A01G003214.1	23.23	31.078
A.satnudSFS2A01G003215.1	6	13
A.satnudSFS2A01G003216.1	4	1
A.satnudSFS2A01G003217.1	5	2
A.satnudSFS2A01G003218.1	3	6
A.satnudSFS2A01G003219.1	70	111
A.satnudSFS2A01G003220.1	0	1
A.satnudSFS2A01G003221.1	0	0
A.satnudSFS2A01G003222.1	0	0
A.satnudSFS2A01G003223.1	389.566	707.272
A.satnudSFS2A01G003224.1	17	13
A.satnudSFS2A01G003225.1	0	0
A.satnudSFS2A01G003226.1	0	0
A.satnudSFS2A01G003227.1	0	0
A.satnudSFS2A01G003228.1	78.028	39.116
A.satnudSFS2A01G003229.1	0	0
A.satnudSFS2A01G003230.1	14.382	5.654
A.satnudSFS2A01G003231.1	0	0
A.satnudSFS2A01G003232.1	0	0
A.satnudSFS2A01G003233.1	0	0
A.satnudSFS2A01G003234.1	623.927	706.033
A.satnudSFS2A01G003235.1	38.614	20.486
A.satnudSFS2A01G003236.1	0	0
A.satnudSFS2A01G003237.1	0	0
A.satnudSFS2A01G003238.1	16.997	19.43
A.satnudSFS2A01G003239.1	36.793	24.024
A.satnudSFS2A01G003240.1	0	2
A.satnudSFS2A01G003241.1	0	0
A.satnudSFS2A01G003242.1	59.065	51.451
A.satnudSFS2A01G003243.1	0	0
A.satnudSFS2A01G003244.1	0	0
A.satnudSFS2A01G003245.1	0	0
A.satnudSFS2A01G003246.1	1	0
A.satnudSFS2A01G003247.1	83.101	74.99
A.satnudSFS2A01G003248.1	134.027	107.005
A.satnudSFS2A01G003249.1	79.207	56.604
A.satnudSFS2A01G003250.1	7.995	11
A.satnudSFS2A01G003251.1	5.447	2
A.satnudSFS2A01G003252.1	0	0
A.satnudSFS2A01G003253.1	0	0
A.satnudSFS2A01G003254.1	3	0
A.satnudSFS2A01G003255.1	1	0.997
A.satnudSFS2A01G003256.1	14.964	10.99
A.satnudSFS2A01G003257.1	764.582	302.316
A.satnudSFS2A01G003258.1	0	0
A.satnudSFS2A01G003259.1	0	0
A.satnudSFS2A01G003260.1	4	0
A.satnudSFS2A01G003261.1	6.334	0
A.satnudSFS2A01G003262.1	0	0
A.satnudSFS2A01G003263.1	30	15
A.satnudSFS2A01G003264.1	10.043	8.565
A.satnudSFS2A01G003265.1	992.002	1509.725
A.satnudSFS2A01G003266.1	4	5
A.satnudSFS2A01G003267.1	0	0
A.satnudSFS2A01G003268.1	0	0
A.satnudSFS2A01G003269.1	0	0
A.satnudSFS2A01G003270.1	443.171	272.776
A.satnudSFS2A01G003271.1	8	3
A.satnudSFS2A01G003272.1	829.803	1230.787
A.satnudSFS2A01G003273.1	23.445	35.547
A.satnudSFS2A01G003274.1	175.745	163.091
A.satnudSFS2A01G003275.1	169.01	72.001
A.satnudSFS2A01G003276.1	9	12.12
A.satnudSFS2A01G003277.1	158.912	183.058
A.satnudSFS2A01G003278.1	12.999	6
A.satnudSFS2A01G003279.1	113.067	160.64
A.satnudSFS2A01G003280.1	30.027	28.199
A.satnudSFS2A01G003281.1	7	8
A.satnudSFS2A01G003282.1	0	0
A.satnudSFS2A01G003283.1	13	8.744
A.satnudSFS2A01G003284.1	0	1
A.satnudSFS2A01G003285.1	0	0
A.satnudSFS2A01G003286.1	10	9
A.satnudSFS2A01G003287.1	19.463	10.004
A.satnudSFS2A01G003288.1	0	0
A.satnudSFS2A01G003289.1	109.901	128.176
A.satnudSFS2A01G003290.1	61.853	57.498
A.satnudSFS2A01G003291.1	0	1
A.satnudSFS2A01G003292.1	0	0
A.satnudSFS2A01G003293.1	0	0
A.satnudSFS2A01G003294.1	2	0
A.satnudSFS2A01G003295.1	134.925	114.224
A.satnudSFS2A01G003296.1	0	0
A.satnudSFS2A01G003297.1	0	0
A.satnudSFS2A01G003298.1	0	0
A.satnudSFS2A01G003299.1	0	0
A.satnudSFS2A01G003300.1	30.553	15.179
A.satnudSFS2A01G003301.1	61.014	82.789
A.satnudSFS2A01G003302.1	164.241	121.102
A.satnudSFS2A01G003303.1	51.343	42.396
A.satnudSFS2A01G003304.1	195.955	264.121
A.satnudSFS2A01G003305.1	382.666	173.49
A.satnudSFS2A01G003306.1	2	0
A.satnudSFS2A01G003307.1	41.513	21
A.satnudSFS2A01G003308.1	0	0
A.satnudSFS2A01G003309.1	52.616	34
A.satnudSFS2A01G003310.1	1	0
A.satnudSFS2A01G003311.1	2	0
A.satnudSFS2A01G003312.1	0	0
A.satnudSFS2A01G003313.1	0	0
A.satnudSFS2A01G003314.1	0	0
A.satnudSFS2A01G003315.1	3738.781	5236.029
A.satnudSFS2A01G003316.1	24	111
A.satnudSFS2A01G003317.1	479.13	550.668
A.satnudSFS2A01G003318.1	0	0
A.satnudSFS2A01G003319.1	2.11	4.123
A.satnudSFS2A01G003320.1	2	0
A.satnudSFS2A01G003321.1	0	0
A.satnudSFS2A01G003322.1	11	9
A.satnudSFS2A01G003323.1	86.31	87.036
A.satnudSFS2A01G003324.1	2	3
A.satnudSFS2A01G003325.1	2.002	0
A.satnudSFS2A01G003326.1	57.165	47.02
A.satnudSFS2A01G003327.1	0	0
A.satnudSFS2A01G003328.1	3.818	11
A.satnudSFS2A01G003329.1	0	0
A.satnudSFS2A01G003330.1	259.039	178.375
A.satnudSFS2A01G003331.1	0	0
A.satnudSFS2A01G003332.1	0	0
A.satnudSFS2A01G003333.1	1227.18	1000.786
A.satnudSFS2A01G003334.1	0	0
A.satnudSFS2A01G003335.1	43.265	24.894
A.satnudSFS2A01G003336.1	101.97	119.748
A.satnudSFS2A01G003337.1	1203.565	1014.444
A.satnudSFS2A01G003338.1	5.576	2
A.satnudSFS2A01G003339.1	28	34
A.satnudSFS2A01G003340.1	0	0
A.satnudSFS2A01G003341.1	1.186	0
A.satnudSFS2A01G003342.1	0	0
A.satnudSFS2A01G003343.1	0	0
A.satnudSFS2A01G003344.1	592.443	417.468
A.satnudSFS2A01G003345.1	172	194.022
A.satnudSFS2A01G003346.1	0	0
A.satnudSFS2A01G003347.1	0	1
A.satnudSFS2A01G003348.1	2	1
A.satnudSFS2A01G003349.1	0	1
A.satnudSFS2A01G003350.1	0	0
A.satnudSFS2A01G003351.1	23.951	8
A.satnudSFS2A01G003352.1	504.975	598.852
A.satnudSFS2A01G003353.1	0	0
A.satnudSFS2A01G003354.1	41.096	101.32
A.satnudSFS2A01G003355.1	76.157	156.463
A.satnudSFS2A01G003356.1	52.392	26.994
A.satnudSFS2A01G003357.1	1	1
A.satnudSFS2A01G003358.1	42.059	39.214
A.satnudSFS2A01G003359.1	2	1.114
A.satnudSFS2A01G003360.1	0	0
A.satnudSFS2A01G003361.1	98.069	85.15
A.satnudSFS2A01G003362.1	12.995	9
A.satnudSFS2A01G003363.1	0	0
A.satnudSFS2A01G003364.1	226.938	132.61
A.satnudSFS2A01G003365.1	5.454	5
A.satnudSFS2A01G003366.1	0	0
A.satnudSFS2A01G003367.1	0	0
A.satnudSFS2A01G003368.1	0	0
A.satnudSFS2A01G003369.1	38.733	30.967
A.satnudSFS2A01G003370.1	134.728	80.962
A.satnudSFS2A01G003371.1	2	9.395
A.satnudSFS2A01G003372.1	5	1
A.satnudSFS2A01G003373.1	60.715	56.723
A.satnudSFS2A01G003374.1	0	0
A.satnudSFS2A01G003375.1	0	0
A.satnudSFS2A01G003376.1	12.002	21
A.satnudSFS2A01G003377.1	1	6
A.satnudSFS2A01G003378.1	752.74	539.213
A.satnudSFS2A01G003379.1	5.999	1.001
A.satnudSFS2A01G003380.1	51.613	47.935
A.satnudSFS2A01G003381.1	1059.441	813.775
A.satnudSFS2A01G003382.1	10.897	24.194
A.satnudSFS2A01G003383.1	5.998	3.998
A.satnudSFS2A01G003384.1	0	0
A.satnudSFS2A01G003385.1	0	0
A.satnudSFS2A01G003386.1	0	0
A.satnudSFS2A01G003387.1	0	0
A.satnudSFS2A01G003388.1	4	0
A.satnudSFS2A01G003389.1	0	0
A.satnudSFS2A01G003390.1	1	0
A.satnudSFS2A01G003391.1	1	0
A.satnudSFS2A01G003392.1	0	0
A.satnudSFS2A01G003393.1	7	1
A.satnudSFS2A01G003394.1	5.178	8.009
A.satnudSFS2A01G003395.1	46.275	22.547
A.satnudSFS2A01G003396.1	1489.19	1435.802
A.satnudSFS2A01G003397.1	0	0
A.satnudSFS2A01G003398.1	4613.565	4248.258
A.satnudSFS2A01G003399.1	13.134	8
A.satnudSFS2A01G003400.1	5	0
A.satnudSFS2A01G003401.1	2259.428	2563.604
A.satnudSFS2A01G003402.1	0	0
A.satnudSFS2A01G003403.1	1585.304	1897.128
A.satnudSFS2A01G003404.1	0	0
A.satnudSFS2A01G003405.1	489.674	575.817
A.satnudSFS2A01G003406.1	21.944	31.003
A.satnudSFS2A01G003407.1	846.351	461.612
A.satnudSFS2A01G003408.1	1	0
A.satnudSFS2A01G003409.1	0	0
A.satnudSFS2A01G003410.1	0	0
A.satnudSFS2A01G003411.1	349.109	300.709
A.satnudSFS2A01G003412.1	13.445	12.243
A.satnudSFS2A01G003413.1	195.321	139.709
A.satnudSFS2A01G003414.1	350.077	163.139
A.satnudSFS2A01G003415.1	2148.897	2253.868
A.satnudSFS2A01G003416.1	0	0
A.satnudSFS2A01G003417.1	2	4
A.satnudSFS2A01G003418.1	57.595	67.755
A.satnudSFS2A01G003419.1	1	1
A.satnudSFS2A01G003420.1	0	0
A.satnudSFS2A01G003421.1	0	0
A.satnudSFS2A01G003422.1	8	2
A.satnudSFS2A01G003423.1	10.839	8.499
A.satnudSFS2A01G003424.1	24	13
A.satnudSFS2A01G003425.1	14.999	13.623
A.satnudSFS2A01G003426.1	10.178	27.456
A.satnudSFS2A01G003427.1	370.212	343.132
A.satnudSFS2A01G003428.1	181.141	174.148
A.satnudSFS2A01G003429.1	0	0
A.satnudSFS2A01G003430.1	378.508	475.62
A.satnudSFS2A01G003431.1	20.987	13.45
A.satnudSFS2A01G003432.1	0	0
A.satnudSFS2A01G003433.1	0	0
A.satnudSFS2A01G003434.1	52	12.732
A.satnudSFS2A01G003435.1	145.843	118.325
A.satnudSFS2A01G003436.1	0	0
A.satnudSFS2A01G003437.1	234.997	322.653
A.satnudSFS2A01G003438.1	42.871	31.182
A.satnudSFS2A01G003439.1	0	0
A.satnudSFS2A01G003440.1	0	1
A.satnudSFS2A01G003441.1	1.038	0
A.satnudSFS2A01G003442.1	118.061	134.791
A.satnudSFS2A01G003443.1	0	0
A.satnudSFS2A01G003444.1	0	0
A.satnudSFS2A01G003445.1	106.055	183.319
A.satnudSFS2A01G003446.1	1162.227	1108.806
A.satnudSFS2A01G003447.1	8	12
A.satnudSFS2A01G003448.1	0	0
A.satnudSFS2A01G003449.1	2	0
A.satnudSFS2A01G003450.1	0	0
A.satnudSFS2A01G003451.1	0	0
A.satnudSFS2A01G003452.1	0	0
A.satnudSFS2A01G003453.1	0	0
A.satnudSFS2A01G003454.1	0	0
A.satnudSFS2A01G003455.1	0	0
A.satnudSFS2A01G003456.1	49.911	53.839
A.satnudSFS2A01G003457.1	92.443	182.132
A.satnudSFS2A01G003458.1	91.446	80.094
A.satnudSFS2A01G003459.1	6.251	4.013
A.satnudSFS2A01G003460.1	0	0
A.satnudSFS2A01G003461.1	0	0
A.satnudSFS2A01G003462.1	29.603	23.599
A.satnudSFS2A01G003463.1	45.159	35
A.satnudSFS2A01G003464.1	2.004	4
A.satnudSFS2A01G003465.1	10	1
A.satnudSFS2A01G003466.1	8.311	12.422
A.satnudSFS2A01G003467.1	0	0
A.satnudSFS2A01G003468.1	83.972	122.695
A.satnudSFS2A01G003469.1	426.529	268.726
A.satnudSFS2A01G003470.1	26.168	21.874
A.satnudSFS2A01G003471.1	3	0
A.satnudSFS2A01G003472.1	215.222	57.986
A.satnudSFS2A01G003473.1	63.829	97.902
A.satnudSFS2A01G003474.1	0	0
A.satnudSFS2A01G003475.1	6.627	0
A.satnudSFS2A01G003476.1	75.191	107.984
A.satnudSFS2A01G003477.1	0	0
A.satnudSFS2A01G003478.1	0	0
A.satnudSFS2A01G003479.1	0	0
A.satnudSFS2A01G003480.1	183.556	159.387
A.satnudSFS2A01G003481.1	0	5.999
A.satnudSFS2A01G003482.1	14	29.844
A.satnudSFS2A01G003483.1	28	55
A.satnudSFS2A01G003484.1	1	0
A.satnudSFS2A01G003485.1	2	0
A.satnudSFS2A01G003486.1	0	0
A.satnudSFS2A01G003487.1	2	2
A.satnudSFS2A01G003488.1	0	1
A.satnudSFS2A01G003489.1	116.186	44
A.satnudSFS2A01G003490.1	0	0
A.satnudSFS2A01G003491.1	21.719	10.488
A.satnudSFS2A01G003492.1	10.998	18.834
A.satnudSFS2A01G003493.1	150.037	183.099
A.satnudSFS2A01G003494.1	335.856	159.902
A.satnudSFS2A01G003495.1	9.524	16.087
A.satnudSFS2A01G003496.1	7.808	7.486
A.satnudSFS2A01G003497.1	2	8
A.satnudSFS2A01G003498.1	0	0
A.satnudSFS2A01G003499.1	0	1
A.satnudSFS2A01G003500.1	32	19.964
A.satnudSFS2A01G003501.1	0	0
A.satnudSFS2A01G003502.1	0	0
A.satnudSFS2A01G003503.1	0	0
A.satnudSFS2A01G003504.1	33.122	8.275
A.satnudSFS2A01G003505.1	286.416	202.219
A.satnudSFS2A01G003506.1	316.826	364.981
A.satnudSFS2A01G003507.1	174.732	196.356
A.satnudSFS2A01G003508.1	355.877	326.543
A.satnudSFS2A01G003509.1	70.996	80
A.satnudSFS2A01G003510.1	0	0
A.satnudSFS2A01G003511.1	494.753	380.673
A.satnudSFS2A01G003512.1	0	0
A.satnudSFS2A01G003513.1	397.361	279.117
A.satnudSFS2A01G003514.1	0	0
A.satnudSFS2A01G003515.1	0	0
A.satnudSFS2A01G003516.1	331.369	430.779
A.satnudSFS2A01G003517.1	0	0
A.satnudSFS2A01G003518.1	0	0
A.satnudSFS2A01G003519.1	0	0
A.satnudSFS2A01G003520.1	7.161	4.056
A.satnudSFS2A01G003521.1	0	0
A.satnudSFS2A01G003522.1	0	0
A.satnudSFS2A01G003523.1	0	0
A.satnudSFS2A01G003524.1	0	0
A.satnudSFS2A01G003525.1	0	0
A.satnudSFS2A01G003526.1	0	0
A.satnudSFS2A01G003527.1	0	0
A.satnudSFS2A01G003528.1	0	0
A.satnudSFS2A01G003529.1	2	0
A.satnudSFS2A01G003530.1	0	0
A.satnudSFS2A01G003531.1	0	0
A.satnudSFS2A01G003532.1	591.183	435.602
A.satnudSFS2A01G003533.1	0	0
A.satnudSFS2A01G003534.1	0	0
A.satnudSFS2A01G003536.1	0	0
A.satnudSFS2A01G003537.1	868.451	1086.062
A.satnudSFS2A01G003538.1	25.024	41.983
A.satnudSFS2A01G003539.1	417.79	316.763
A.satnudSFS2A01G003540.1	0	1
A.satnudSFS2A01G003541.1	0	0
A.satnudSFS2A01G003542.1	0	0
A.satnudSFS2A01G003543.1	1	0
A.satnudSFS2A01G003544.1	5	8
A.satnudSFS2A01G003545.1	174.039	227.662
A.satnudSFS2A01G003546.1	0	2.744
A.satnudSFS2A01G003547.1	0	0
A.satnudSFS2A01G003548.1	0	0
A.satnudSFS2A01G003549.1	0	0
A.satnudSFS2A01G003550.1	89.077	43.028
A.satnudSFS2A01G003551.1	38.233	13.258
A.satnudSFS2A01G003552.1	0	0
A.satnudSFS2A01G003553.1	0	0
A.satnudSFS2A01G003554.1	759.509	432.231
A.satnudSFS2A01G003555.1	462.193	453.332
A.satnudSFS2A01G003556.1	2904.264	3263.077
A.satnudSFS2A01G003557.1	309.914	391.961
A.satnudSFS2A01G003558.1	215.119	151
A.satnudSFS2A01G003559.1	0	0
A.satnudSFS2A01G003560.1	0	0
A.satnudSFS2A01G003561.1	6	9
A.satnudSFS2A01G003562.1	0	0
A.satnudSFS2A01G003563.1	0	0
A.satnudSFS2A01G003564.1	184.397	198.367
A.satnudSFS2A01G003565.1	13.91	25.866
A.satnudSFS2A01G003566.1	0	0
A.satnudSFS2A01G003567.1	22.353	19.313
A.satnudSFS2A01G003568.1	335.421	300.744
A.satnudSFS2A01G003569.1	364.664	321.746
A.satnudSFS2A01G003570.1	0	0
A.satnudSFS2A01G003571.1	736.469	586.468
A.satnudSFS2A01G003572.1	52.376	47.549
A.satnudSFS2A01G003573.1	1	0
A.satnudSFS2A01G003574.1	410.787	403.446
A.satnudSFS2A01G003575.1	277.598	364.468
A.satnudSFS2A01G003576.1	143.253	68
A.satnudSFS2A01G003577.1	0	0
A.satnudSFS2A01G003578.1	0	0
A.satnudSFS2A01G003579.1	560.072	491.759
A.satnudSFS2A01G003580.1	957.706	1068.13
A.satnudSFS2A01G003581.1	767.415	812.654
A.satnudSFS2A01G003582.1	1	2
A.satnudSFS2A01G003583.1	2	0
A.satnudSFS2A01G003584.1	13	2.247
A.satnudSFS2A01G003585.1	0	0
A.satnudSFS2A01G003586.1	0	0
A.satnudSFS2A01G003587.1	0	0
A.satnudSFS2A01G003588.1	55.254	47.966
A.satnudSFS2A01G003589.1	90.87	36.84
A.satnudSFS2A01G003590.1	30	51.998
A.satnudSFS2A01G003591.1	0	0
A.satnudSFS2A01G003592.1	0	0
A.satnudSFS2A01G003593.1	0	0
A.satnudSFS2A01G003594.1	1.505	2.741
A.satnudSFS2A01G003595.1	0	0
A.satnudSFS2A01G003596.1	0	0
A.satnudSFS2A01G003597.1	0	0
A.satnudSFS2A01G003598.1	0	0
A.satnudSFS2A01G003599.1	9.999	10
A.satnudSFS2A01G003600.1	1460.714	1295.418
A.satnudSFS2A01G003601.1	7	8
A.satnudSFS2A01G003602.1	219.054	105.996
A.satnudSFS2A01G003603.1	2	1
A.satnudSFS2A01G003604.1	90.51	91.56
A.satnudSFS2A01G003605.1	0	0
A.satnudSFS2A01G003606.1	0	0
A.satnudSFS2A01G003607.1	1.002	0
A.satnudSFS2A01G003608.1	0	0
A.satnudSFS2A01G003609.1	23.584	22.761
A.satnudSFS2A01G003610.1	1661.935	1297.922
A.satnudSFS2A01G003611.1	0	0
A.satnudSFS2A01G003612.1	0	0
A.satnudSFS2A01G003613.1	0	0
A.satnudSFS2A01G003614.1	474.052	404.649
A.satnudSFS2A01G003615.1	0	0
A.satnudSFS2A01G003616.1	0	0
A.satnudSFS2A01G003617.1	55	30.051
A.satnudSFS2A01G003618.1	243.587	161.116
A.satnudSFS2A01G003619.1	14	10.022
A.satnudSFS2A01G003620.1	7	2
A.satnudSFS2A01G003621.1	0	0
A.satnudSFS2A01G003622.1	0	0
A.satnudSFS2A01G003623.1	370.315	285.818
A.satnudSFS2A01G003624.1	116	96
A.satnudSFS2A01G003625.1	506.446	250.275
A.satnudSFS2A01G003626.1	62.8	52.532
A.satnudSFS2A01G003627.1	63.966	31.575
A.satnudSFS2A01G003628.1	146.445	94.221
A.satnudSFS2A01G003629.1	54.014	37.776
A.satnudSFS2A01G003630.1	0	0
A.satnudSFS2A01G003631.1	4	1
A.satnudSFS2A01G003632.1	0	0
A.satnudSFS2A01G003633.1	0	0
A.satnudSFS2A01G003634.1	0	0
A.satnudSFS2A01G003635.1	0	0
A.satnudSFS2A01G003636.1	0	0
A.satnudSFS2A01G003637.1	0	0
A.satnudSFS2A01G003638.1	0	0
A.satnudSFS2A01G003639.1	0	0
A.satnudSFS2A01G003640.1	0	0
A.satnudSFS2A01G003641.1	0	0
A.satnudSFS2A01G003642.1	0	0
A.satnudSFS2A01G003643.1	18	11
A.satnudSFS2A01G003644.1	0	0
A.satnudSFS2A01G003645.1	0	0
A.satnudSFS2A01G003646.1	0	0
A.satnudSFS2A01G003647.1	0	0
A.satnudSFS2A01G003648.1	0	0
A.satnudSFS2A01G003649.1	0	0
A.satnudSFS2A01G003650.1	0	0
A.satnudSFS2A01G003651.1	0	0
A.satnudSFS2A01G003652.1	0	0
A.satnudSFS2A01G003653.1	0	0
A.satnudSFS2A01G003654.1	0	0
A.satnudSFS2A01G003655.1	0	0
A.satnudSFS2A01G003656.1	0	0
A.satnudSFS2A01G003657.1	0	0
A.satnudSFS2A01G003658.1	0	0
A.satnudSFS2A01G003659.1	109.903	61.798
A.satnudSFS2A01G003660.1	45	35
A.satnudSFS2A01G003661.1	0	0
A.satnudSFS2A01G003662.1	0	0
